ticker,company,snapshot,n_results,n_matched,n_ai_builder,n_ai_user,n_ai_leader,builder_rate,ai_rate
AMZN,Amazon,2026-06,25,19,15,1,1,0.7894736842105263,0.8947368421052632
ANET,Arista Networks,2026-06,25,11,0,0,0,0.0,0.0
AON,Aon plc,2026-06,25,3,0,0,0,0.0,0.0
AOS,A. O. Smith,2026-06,25,1,0,0,0,0.0,0.0
APA,APA Corporation,2026-06,25,0,0,0,0,,
APD,Air Products,2026-06,25,3,0,0,0,0.0,0.0
APH,Amphenol,2026-06,25,3,0,0,0,0.0,0.0
APO,Apollo Global Management,2026-06,25,6,1,0,2,0.16666666666666666,0.5
APP,AppLovin,2026-06,25,2,1,0,0,0.5,0.5
APTV,Aptiv,2026-06,25,4,2,1,0,0.5,0.75
ARE,Alexandria Real Estate Equities,2026-06,25,0,0,0,0,,
ARES,Ares Management,2026-06,25,10,0,1,1,0.0,0.2
ATO,Atmos Energy,2026-06,25,0,0,0,0,,
AVB,AvalonBay Communities,2026-06,25,1,0,0,0,0.0,0.0
AVGO,Broadcom,2026-06,25,3,0,1,1,0.0,0.6666666666666666
AVY,Avery Dennison,2026-06,25,5,0,0,0,0.0,0.0
AWK,American Water Works,2026-06,25,2,0,0,0,0.0,0.0
AXON,Axon Enterprise,2026-06,25,11,2,0,1,0.18181818181818182,0.2727272727272727
AXP,American Express,2026-06,25,22,14,1,1,0.6363636363636364,0.7272727272727273
AZO,AutoZone,2026-06,25,0,0,0,0,,
BA,Boeing,2026-06,25,15,6,0,1,0.4,0.4666666666666667
BAC,Bank of America,2026-06,25,7,1,1,0,0.14285714285714285,0.2857142857142857
BALL,Ball Corporation,2026-06,25,2,0,0,0,0.0,0.0
BAX,Baxter International,2026-06,25,7,1,0,1,0.14285714285714285,0.2857142857142857
BBBY,Bed Bath & Beyond,2026-06,25,0,0,0,0,,
BBY,Best Buy,2026-06,25,3,1,0,0,0.3333333333333333,0.3333333333333333
BDX,Becton Dickinson,2026-06,25,13,1,0,0,0.07692307692307693,0.07692307692307693
BEN,Franklin Resources,2026-06,25,0,0,0,0,,
BF-A,Brown-Forman,2026-06,25,1,0,0,0,0.0,0.0
BG,Bunge Global,2026-06,25,1,1,0,0,1.0,1.0
BIIB,Biogen,2026-06,25,4,0,1,0,0.0,0.25
BJ,BJ's Wholesale,2026-06,25,3,0,0,0,0.0,0.0
BKNG,Booking Holdings,2026-06,25,4,2,0,1,0.5,0.75
BKR,Baker Hughes,2026-06,25,19,8,0,1,0.42105263157894735,0.47368421052631576
BLDR,Builders FirstSource,2026-06,25,3,0,0,0,0.0,0.0
BLK,BlackRock,2026-06,25,20,7,3,0,0.35,0.5
BMY,Bristol Myers Squibb,2026-06,25,24,8,3,1,0.3333333333333333,0.5
BNY,BNY Mellon,2026-06,25,4,0,0,0,0.0,0.0
BR,Broadridge Financial Solutions,2026-06,25,14,1,1,2,0.07142857142857142,0.2857142857142857
BRK.B,Berkshire Hathaway,2026-06,25,7,4,1,0,0.5714285714285714,0.7142857142857143
BRO,Brown & Brown,2026-06,25,6,0,0,0,0.0,0.0
BSX,Boston Scientific,2026-06,25,2,0,1,0,0.0,0.5
BURL,Burlington,2026-06,25,3,3,0,0,1.0,1.0
BX,Blackstone Inc.,2026-06,25,4,0,1,1,0.0,0.5
BXP,BXP Inc.,2026-06,25,0,0,0,0,,
C,Citigroup,2026-06,25,21,16,0,2,0.7619047619047619,0.8571428571428571
CAG,Conagra Brands,2026-06,25,4,1,1,0,0.25,0.5
CAH,Cardinal Health,2026-06,25,8,2,1,0,0.25,0.375
CARR,Carrier Global,2026-06,25,9,0,1,0,0.0,0.1111111111111111
CASY,Casey's,2026-06,25,1,0,0,0,0.0,0.0
CAT,Caterpillar Inc.,2026-06,25,14,7,1,0,0.5,0.5714285714285714
CB,Chubb Limited,2026-06,25,6,0,2,0,0.0,0.3333333333333333
CBOE,Cboe Global Markets,2026-06,25,5,0,0,0,0.0,0.0
CBRE,CBRE Group,2026-06,25,2,0,0,1,0.0,0.5
CCI,Crown Castle,2026-06,25,0,0,0,0,,
CCL,Carnival,2026-06,25,7,1,1,0,0.14285714285714285,0.2857142857142857
CDNS,Cadence Design Systems,2026-06,25,4,3,0,0,0.75,0.75
CDW,CDW Corporation,2026-06,25,10,2,5,0,0.2,0.7
CEG,Constellation Energy,2026-06,25,1,0,0,0,0.0,0.0
CF,CF Industries,2026-06,25,0,0,0,0,,
CFG,Citizens Financial Group,2026-06,25,8,3,0,0,0.375,0.375
CHD,Church & Dwight,2026-06,25,1,0,0,0,0.0,0.0
CHRW,C.H. Robinson,2026-06,25,8,2,1,2,0.25,0.625
CHTR,Charter Communications,2026-06,25,1,0,1,0,0.0,1.0
CHWY,Chewy,2026-06,25,11,1,0,1,0.09090909090909091,0.18181818181818182
CI,Cigna,2026-06,25,24,16,1,3,0.6666666666666666,0.8333333333333334
CIEN,Ciena,2026-06,25,10,4,0,2,0.4,0.6
CINF,Cincinnati Financial,2026-06,25,0,0,0,0,,
CL,Colgate-Palmolive,2026-06,25,6,0,0,0,0.0,0.0
CLX,Clorox,2026-06,25,0,0,0,0,,
CMCSA,Comcast,2026-06,25,12,1,3,0,0.08333333333333333,0.3333333333333333
CME,CME Group,2026-06,25,3,0,0,0,0.0,0.0
CMG,Chipotle Mexican Grill,2026-06,24,11,0,0,0,0.0,0.0
CMI,Cummins,2026-06,25,2,0,0,0,0.0,0.0
CMS,CMS Energy,2026-06,25,0,0,0,0,,
CNC,Centene Corporation,2026-06,25,17,3,1,4,0.17647058823529413,0.47058823529411764
CNP,CenterPoint Energy,2026-06,25,1,0,0,0,0.0,0.0
COF,Capital One,2026-06,25,18,16,0,1,0.8888888888888888,0.9444444444444444
COHR,Coherent Corp.,2026-06,25,1,0,0,0,0.0,0.0
COIN,Coinbase,2026-06,25,18,9,4,0,0.5,0.7222222222222222
COO,Cooper Companies,2026-06,25,0,0,0,0,,
COP,ConocoPhillips,2026-06,25,0,0,0,0,,
COR,Cencora,2026-06,25,7,0,0,0,0.0,0.0
COST,Costco,2026-06,25,11,0,0,0,0.0,0.0
CPAY,Corpay,2026-06,25,10,0,1,0,0.0,0.1
CPB,Campbell Company,2026-06,25,4,0,0,0,0.0,0.0
CPRT,Copart,2026-06,25,0,0,0,0,,
CPT,Camden Property Trust,2026-06,25,1,0,0,0,0.0,0.0
CRH,CRH plc,2026-06,25,1,0,0,0,0.0,0.0
CRL,Charles River Laboratories,2026-06,25,2,2,0,0,1.0,1.0
CRM,Salesforce,2026-06,25,23,9,3,4,0.391304347826087,0.6956521739130435
CRWD,CrowdStrike,2026-06,25,24,7,1,1,0.2916666666666667,0.375
CSCO,Cisco,2026-06,25,23,21,0,1,0.9130434782608695,0.9565217391304348
CSGP,CoStar Group,2026-06,25,9,1,1,0,0.1111111111111111,0.2222222222222222
CSX,CSX Corporation,2026-06,25,1,1,0,0,1.0,1.0
CTAS,Cintas,2026-06,25,0,0,0,0,,
CTRA,Coterra,2026-06,25,0,0,0,0,,
CTSH,Cognizant,2026-06,25,10,5,2,1,0.5,0.8
CTVA,Corteva,2026-06,25,3,2,0,0,0.6666666666666666,0.6666666666666666
CVNA,Carvana,2026-06,25,0,0,0,0,,
CVS,CVS Health,2026-06,25,16,7,1,4,0.4375,0.75
CVX,Chevron Corporation,2026-06,25,9,3,0,1,0.3333333333333333,0.4444444444444444
CZR,Caesars Entertainment,2026-06,25,7,0,1,0,0.0,0.14285714285714285
D,Dominion Energy,2026-06,25,4,2,1,0,0.5,0.75
DAL,Delta Air Lines,2026-06,25,9,3,0,0,0.3333333333333333,0.3333333333333333
DASH,DoorDash,2026-06,25,13,4,1,1,0.3076923076923077,0.46153846153846156
DAY,Dayforce,2026-06,25,15,7,1,0,0.4666666666666667,0.5333333333333333
DD,DuPont,2026-06,25,1,1,0,0,1.0,1.0
DDOG,Datadog,2026-06,25,19,6,3,4,0.3157894736842105,0.6842105263157895
DDS,Dillard's,2026-06,25,0,0,0,0,,
DE,Deere & Company,2026-06,25,4,3,0,0,0.75,0.75
DECK,Deckers Brands,2026-06,25,16,2,0,0,0.125,0.125
DELL,Dell Technologies,2026-06,25,3,1,1,1,0.3333333333333333,1.0
DG,Dollar General,2026-06,25,0,0,0,0,,
DGX,Quest Diagnostics,2026-06,25,10,4,0,1,0.4,0.5
DHI,D.R. Horton,2026-06,25,5,0,0,0,0.0,0.0
DHR,Danaher Corporation,2026-06,25,8,7,0,0,0.875,0.875
DIS,Walt Disney,2026-06,25,14,1,3,0,0.07142857142857142,0.2857142857142857
DKS,Dick's Sporting Goods,2026-06,25,13,4,0,4,0.3076923076923077,0.6153846153846154
DLR,Digital Realty,2026-06,25,2,0,0,0,0.0,0.0
DLTR,Dollar Tree,2026-06,25,1,1,0,0,1.0,1.0
DOC,Healthpeak Properties,2026-06,25,1,0,0,1,0.0,1.0
DOV,Dover Corporation,2026-06,25,2,0,0,0,0.0,0.0
DOW,Dow Inc.,2026-06,25,2,2,0,0,1.0,1.0
DPZ,Dominos,2026-06,25,9,2,0,2,0.2222222222222222,0.4444444444444444
DRI,Darden Restaurants,2026-06,25,0,0,0,0,,
DTE,DTE Energy,2026-06,25,2,0,0,0,0.0,0.0
DUK,Duke Energy,2026-06,25,2,0,0,0,0.0,0.0
DVA,DaVita,2026-06,25,10,0,0,0,0.0,0.0
DVN,Devon Energy,2026-06,25,0,0,0,0,,
DXCM,Dexcom,2026-06,25,22,5,1,0,0.22727272727272727,0.2727272727272727
EA,Electronic Arts,2026-06,25,12,4,1,2,0.3333333333333333,0.5833333333333334
EBAY,eBay Inc.,2026-06,25,4,4,0,0,1.0,1.0
ECL,Ecolab,2026-06,25,0,0,0,0,,
ED,Consolidated Edison,2026-06,25,1,1,0,0,1.0,1.0
EFX,Equifax,2026-06,25,12,4,0,0,0.3333333333333333,0.3333333333333333
EG,Everest Group,2026-06,25,2,1,0,0,0.5,0.5
EIX,Edison International,2026-06,25,7,3,0,0,0.42857142857142855,0.42857142857142855
EL,Estee Lauder Companies,2026-06,25,2,1,0,1,0.5,1.0
ELV,Elevance Health,2026-06,25,2,0,1,0,0.0,0.5
EME,Emcor,2026-06,25,4,1,0,0,0.25,0.25
EMN,Eastman Chemical Company,2026-06,25,1,0,0,0,0.0,0.0
EMR,Emerson Electric,2026-06,25,4,1,1,0,0.25,0.5
ENPH,Enphase Energy,2026-06,25,2,1,0,0,0.5,0.5
EOG,EOG Resources,2026-06,25,4,0,0,0,0.0,0.0
EPAM,EPAM Systems,2026-06,25,7,1,2,4,0.14285714285714285,1.0
EQIX,Equinix,2026-06,25,9,4,0,1,0.4444444444444444,0.5555555555555556
EQR,Equity Residential,2026-06,25,0,0,0,0,,
EQT,EQT Corporation,2026-06,25,6,0,1,0,0.0,0.16666666666666666
ERIE,Erie Indemnity,2026-06,25,1,0,0,0,0.0,0.0
ES,Eversource Energy,2026-06,25,8,0,0,0,0.0,0.0
ESS,Essex Property Trust,2026-06,25,0,0,0,0,,
ETN,Eaton Corporation,2026-06,25,6,2,0,1,0.3333333333333333,0.5
ETR,Entergy,2026-06,25,2,0,0,0,0.0,0.0
EVRG,Evergy,2026-06,25,0,0,0,0,,
EW,Edwards Lifesciences,2026-06,25,9,2,1,0,0.2222222222222222,0.3333333333333333
EXC,Exelon,2026-06,25,4,0,0,0,0.0,0.0
EXE,Expand Energy,2026-06,25,1,0,0,0,0.0,0.0
EXPD,Expeditors International,2026-06,25,3,0,0,0,0.0,0.0
EXPE,Expedia Group,2026-06,25,12,2,4,2,0.16666666666666666,0.6666666666666666
EXR,Extra Space Storage,2026-06,25,1,0,0,0,0.0,0.0
F,Ford Motor Company,2026-06,25,20,7,2,3,0.35,0.6
FANG,Diamondback Energy,2026-06,25,0,0,0,0,,
FAST,Fastenal,2026-06,25,1,0,0,0,0.0,0.0
FCX,Freeport-McMoRan,2026-06,25,12,0,0,0,0.0,0.0
FDS,FactSet,2026-06,25,7,0,0,1,0.0,0.14285714285714285
FDX,FedEx,2026-06,25,12,1,1,0,0.08333333333333333,0.16666666666666666
FDXF,FedEx Freight,2026-06,25,8,2,0,0,0.25,0.25
FE,FirstEnergy,2026-06,25,2,1,0,0,0.5,0.5
FFIV,F5 Inc.,2026-06,25,12,0,4,1,0.0,0.4166666666666667
FICO,Fair Isaac,2026-06,25,7,4,0,2,0.5714285714285714,0.8571428571428571
FIS,Fidelity National Information Services,2026-06,25,3,0,0,0,0.0,0.0
FISV,Fiserv,2026-06,25,17,3,0,2,0.17647058823529413,0.29411764705882354
